Complete NA Playstation Plus Master List by u/ABattleVet,913,Try restoring licenses to get DLC to unlock,,,Game Pass,,,,,,,,,,
Game,System,Tier,Status,Added,Removed,Months,Release,Age,Metacritic,User,Completion,Genre,Notes / Original System,PC Streaming,Local Multiplayer
Unturned,PS4,Extra,Active,Jun 2022,,13.68,,122.53,50,,,Survival,,Yes,
Valiant Hearts: The Great War,PS4,Extra,Active,Jun 2022,,13.68,,122.53,80,,,Adventure,,Yes,
Vampyr,PS4,Extra,Active,Jun 2022,,13.68,Jun 2018,4.02,72,,,RPG,,Yes,
Velocibox,PS4,Extra,Removed,Jun 2022,Mar 2023,9.21,Jul 2015,6.96,68,,,Arcade,,No,
Victor Vran: Overkill Edition,PS4,Extra,Removed,Jun 2022,Mar 2023,9.21,Jul 2015,6.89,76,,,RPG,,Yes,Yes
Vikings: Wolves of Midgard,PS4,Extra,Active,Jun 2022,,13.68,,122.53,68,,,Action,,Yes,Yes
Virginia,PS4,Extra,Removed,Jun 2022,May 2023,11.05,,122.53,74,,,Adventure,,Yes,
"Warhammer 40,000: Inquisitor - Martyr",PS4,Extra,Active,Jun 2022,,13.68,,122.53,67,,,RPG,,Yes,Yes
Warhammer Vermintide 2,PS4,Extra,Active,Jun 2022,,13.68,,122.53,82,,,Shooter,,Yes,
Warriors All-Stars,PS4,Extra,Active,Jun 2022,,13.68,Aug 2017,4.87,70,,,RPG,,Yes,
Watch Dogs,PS4,Extra (Ubisoft+ Classics),Active,Jun 2022,,13.68,May 2014,8.12,79,,,Adventure,,Yes,
Whispering Willows,PS4,Extra,Removed,Jun 2022,Feb 2023,8.28,Jun 2015,7.04,64,,,Adventure,,No,
Wild Guns Reloaded,PS4,Extra,Active,Jun 2022,,13.68,Dec 2016,5.53,75,,,Arcade,,Yes,Yes
Windbound,PS4,Extra,Removed,Jun 2022,May 2023,11.05,,122.53,65,,,Survival,,Yes,
Wolfenstein: The New Order,PS4,Extra,Active,Jun 2022,,13.68,May 2014,8.07,81,,,Shooter,,Yes,
World of Final Fantasy,PS4,Extra,Active,Jun 2022,,13.68,Oct 2016,5.70,78,,36,RPG,,Yes,
XCOM 2,PS4,Extra,Active,Jun 2022,,13.68,Feb 2016,6.37,87,,,Strategy,,Yes,
Yet Another Zombie Defense,PS4,Extra,Active,Jun 2022,,13.68,,122.53,48,,,Strategy,,Yes,Yes
Ys IX: Monstrum Nox,PS4,Extra,Active,Jun 2022,,13.68,,122.53,76,,,RPG,,No,
Ys VIII: Lacrimosa of DANA,PS4,Extra,Active,Jun 2022,,13.68,,122.53,85,,,RPG,,No,
ZOMBI,PS4,Extra (Ubisoft+ Classics),Active,Jun 2022,,13.68,,122.53,67,,,Horror,,Yes,
Zombie Army 4: Dead War,PS4,Extra,Active,Jun 2022,,13.68,Feb 2020,2.36,75,,,Shooter,,Yes,
Red Dead Redemption 2,PS4,Extra,Removed,Jun 2022,Sep 2022,3.25,Oct 2018,3.63,95,,50,Action,,Yes,
Shadow Warrior 3,PS4,Extra,Removed,Jun 2022,Jul 2022,0.62,Mar 2022,0.28,71,,5,Shooter,,Yes,
Ape Escape,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,May 1999,23.13,90,,,,PS1,Yes,
Hot Shots Golf,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,,122.53,88,,,,PS1,Yes,
I.Q Intelligent Qube,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,,122.53,80,,,,PS1,Yes,
Jumping Flash!,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,Nov 1995,26.63,70,,,,PS1,No,
Mr. Driller,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,,122.53,80,,,,PS1,No,
Oddworld: Abe's Oddysee,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,,122.53,85,,,,PS1,No,
Resident Evil: Director's Cut,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,,122.53,80,,,,PS1,No,
Syphon Filter,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,Jan 1999,23.46,90,,,,PS1,Yes,
Tekken 2,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,Aug 1995,26.88,89,,,,PS1,No,
Disney/PIXAR Toy Story 2: Buzz Lightyear to the Rescue!,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,,122.53,75,,,,PS1,No,
Wild Arms,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,Apr 1997,25.22,91,,,,PS1,No,
Worms Armageddon,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,Nov 1999,22.63,88,,,,PS1,No,
Worms World Party,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,Apr 2001,21.21,75,,,,PS1,No,
echochrome,PS4/PS5,Premium (Classics),Active,Jun 2022,,13.68,May 2008,14.13,79,,,,PSP,No,
Ape Escape 2,PS4,Premium (Classics),Active,Jun 2022,,13.68,Jul 2003,18.96,82,,,,PS2,Yes,
Arc The Lad: Twilight of the Spirits,PS4,Premium (Classics),Active,Jun 2022,,13.68,Jun 2003,19.05,72,,,,PS2,Yes,
Dark Cloud,PS4,Premium (Classics),Active,Jun 2022,,13.68,May 2001,21.13,80,,,,PS2,Yes,
Dark Cloud 2,PS4,Premium (Classics),Active,Jun 2022,,13.68,Feb 2003,19.38,87,,,,PS2,Yes,
FantaVision,PS4,Premium (Classics),Active,Jun 2022,,13.68,Oct 2000,21.71,72,,,,PS2,Yes,
Hot Shots Tennis,PS4,Premium (Classics),Active,Jun 2022,,13.68,Jul 2007,14.96,70,,,,PS2,Yes,
Jak 3,PS4,Premium (Classics),Active,Jun 2022,,13.68,Nov 2004,17.62,84,,,,PS2,Yes,
Jak and Daxter: The Precursor Legacy,PS4,Premium (Classics),Active,Jun 2022,,13.68,Dec 2001,20.55,90,,,,PS2,No,
Jak II,PS4,Premium (Classics),Active,Jun 2022,,13.68,Oct 2003,18.71,87,,,,PS2,No,
Jak X: Combat Racing,PS4,Premium (Classics),Active,Jun 2022,,13.68,Oct 2005,16.71,76,,,,PS2,No,
Kinetica,PS4,Premium (Classics),Active,Jun 2022,,13.68,Oct 2001,20.71,77,,,Racing,PS2,Yes,
OKAGE: Shadow King,PS4,Premium (Classics),Active,Jun 2022,,13.68,,122.53,70,,,,PS2,Yes,
Primal,PS4,Premium (Classics),Active,Jun 2022,,13.68,Mar 2003,19.30,73,,,,PS2,Yes,
Red Faction,PS4,Premium (Classics),Removed,Jun 2022,Jun 2023,12.20,Feb 2001,21.38,88,,,,PS2,Yes,
Red Faction II,PS4,Premium (Classics),Removed,Jun 2022,Jun 2023,12.20,Oct 2002,19.71,84,,,,PS2,Yes,
Rise of the Kasai,PS4,Premium (Classics),Active,Jun 2022,,13.68,Apr 2005,17.21,68,,,,PS2,No,
Rogue Galaxy,PS4,Premium (Classics),Active,Jun 2022,,13.68,Dec 2005,16.54,83,,,,PS2,Yes,
SIREN,PS4,Premium (Classics),Active,Jun 2022,,13.68,Apr 2004,18.21,72,,,,PS2,Yes,
Star Wars: Bounty Hunter,PS4,Premium (Classics),Active,Jun 2022,,13.68,,122.53,65,,,,PS2,Yes,
Star Wars: Jedi Starfighter,PS4,Premium (Classics),Active,Jun 2022,,13.68,,122.53,81,,,,PS2,Yes,
Star Wars: Racer Revenge,PS4,Premium (Classics),Active,Jun 2022,,13.68,,122.53,73,,,,PS2,Yes,
The Mark of Kri,PS4,Premium (Classics),Active,Jun 2022,,13.68,Jul 2002,19.96,80,,,,PS2,No,
War of the Monsters,PS4,Premium (Classics),Active,Jun 2022,,13.68,,122.53,80,,,,PS2,No,
Wild Arms 3,PS4,Premium (Classics),Active,Jun 2022,,13.68,Oct 2002,19.71,78,,,,PS2,Yes,
Saints Row: The Third - Remastered,PS5/PS4,Premium (Remasters),Removed,Jun 2022,Feb 2023,8.28,,122.53,74,,,,,No,
Air Conflicts: Pacific Carriers,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Nov 2015,6.62,65,,,,,Yes,
Atari Flashback Classics Vol. 1,PS4,Premium (Remasters),Active,Jun 2022,,13.68,,122.53,70,,,,,Yes,
Atari Flashback Classics Vol. 2,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Oct 2016,5.70,68,,,,,Yes,
Baja: Edge of Control HD,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Sep 2017,4.78,65,,,,,Yes,Yes
Batman: Return to Arkham - Arkham Asylum,PS4,Premium (Remasters),Removed,Jun 2022,May 2023,11.05,,122.53,73,,,,,No,
Batman: Return to Arkham - Arkham City,PS4,Premium (Remasters),Removed,Jun 2022,May 2023,11.05,,122.53,73,,,,,No,
BEYOND: Two Souls,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Nov 2015,6.62,72,,,,,Yes,
Bioshock 2: Remastered,PS4,Premium (Remasters),Removed,Jun 2022,Jul 2023,13.12,,122.53,84,,,,,Yes,
Bioshock Infinite: The Complete Edition,PS4,Premium (Remasters),Removed,Jun 2022,Jul 2023,13.12,,122.53,84,,,,,Yes,
Bioshock: Remastered,PS4,Premium (Remasters),Removed,Jun 2022,Jul 2023,13.12,,122.53,84,,,,,Yes,
Borderlands: The Handsome Collection,PS4,Premium (Remasters),Removed,Jun 2022,Jul 2023,13.12,,122.53,82,,,,,Yes,Yes
Bulletstorm: Full Clip Edition,PS4,Premium (Remasters),Active,Jun 2022,,13.68,,122.53,75,,,,,No,
Crysis: Remastered,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Sep 2020,1.78,59,,,,,Yes,
Darksiders II: Deathinitive Edition,PS4,Premium (Remasters),Active,Jun 2022,,13.68,,122.53,72,,,,,Yes,
Darksiders: Warmastered Edition,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Nov 2016,5.62,81,,,,,Yes,
Dead Nation: Apocalypse Edition,PS4,Premium (Remasters),Removed,Jun 2022,Nov 2022,5.10,Mar 2014,8.29,74,,6,,,Yes,
Deadlight: Director's Cut,PS4,Premium (Remasters),Removed,Jun 2022,May 2023,11.05,,122.53,70,,,,,Yes,Yes
GAROU: Mark of the Wolves,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Jun 2009,13.04,77,,,,,Yes,
God of War III: Remastered,PS4,Premium (Remasters),Active,Jun 2022,,13.68,,122.53,81,,,,,Yes,
Gravity Rush: Remastered,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Feb 2016,6.37,80,,,,,Yes,
Heavy Rain,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Mar 2016,6.29,78,,,,,Yes,
Hotline Miami,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Oct 2012,9.64,87,,5,Action,,No,
Kingdoms of Amalur: Re-Reckoning,PS4,Premium (Remasters),Active,Jun 2022,,13.68,,122.53,72,,,,,Yes,
LEGO Harry Potter Collection,PS4,Premium (Remasters),Removed,Jun 2022,May 2023,11.05,,122.53,73,,,,,Yes,Yes
Lock's Quest,PS4,Premium (Remasters),Active,Jun 2022,,13.68,May 2017,5.12,50,,,,,Yes,Yes
LocoRoco: Remastered,PS4,Premium (Remasters),Active,Jun 2022,,13.68,,122.53,79,,,,,Yes,
LocoRoco 2: Remastered,PS4,Premium (Remasters),Active,Jun 2022,,13.68,,122.53,79,,,,,No,
Lumines: Remastered,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Jun 2018,4.04,80,,,,,No,Yes
Mafia II: Definitive Edition,PS4,Premium (Remasters),Removed,Jun 2022,Nov 2022,5.10,,122.53,56,,11,,,Yes,
Mafia: Definitive Edition,PS4,Premium (Remasters),Removed,Jun 2022,Nov 2022,5.10,,122.53,76,,11,,,Yes,
Metro 2033: Redux,PS4,Premium (Remasters),Removed,Jun 2022,May 2023,11.05,Aug 2014,7.87,90,,,,,Yes,
Metro: Last Light - Redux,PS4,Premium (Remasters),Removed,Jun 2022,May 2023,11.05,Aug 2014,7.87,76,,,,,Yes,
Mount & Blade: Warband,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Sep 2016,5.78,67,,,,,Yes,Yes
Outcast: Second Contact,PS4,Premium (Remasters),Active,Jun 2022,,13.68,,122.53,61,,,,,Yes,
Patapon: Remastered,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Aug 2017,4.87,72,,,,,No,
Patapon 2: Remastered,PS4,Premium (Remasters),Active,Jun 2022,,13.68,,122.53,75,,,,,Yes,Yes
Q*Bert: Rebooted,PS4,Premium (Remasters),Active,Jun 2022,,13.68,,122.53,44,,,,,Yes,Yes
Rainbow Moon,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Feb 2016,6.37,70,,,,,Yes,
Red Faction: Guerrilla Re-Mars-tered,PS4,Premium (Remasters),Removed,Jun 2022,May 2023,11.05,Jul 2018,3.95,70,5.2,,,,Yes,
Resident Evil (2015),PS4,Premium (Remasters),Removed,Jun 2022,May 2023,11.05,,122.53,83,,,,,No,
Serious Sam Collection,PS4,Premium (Remasters),Active,Jun 2022,,13.68,,122.53,76,,,,,Yes,Yes
STRIDER,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Feb 2014,8.37,77,,,,,Yes,
Super Star Wars,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Nov 2015,6.62,78,,,,,Yes,
The Last Blade 2,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Mar 2016,6.29,80,,,,,Yes,
The Last of Us: Left Behind,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Feb 2014,8.37,88,,,,,Yes,
The Raven: Remastered,PS4,Premium (Remasters),Active,Jun 2022,,13.68,,122.53,72,,,,,Yes,
Toukiden: Kiwami,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Aug 2014,7.87,74,,,,,Yes,
Umbrella Corps,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Jun 2016,6.04,38,,,,,Yes,
UNCHARTED: The Nathan Drake Collection,PS4,Premium (Remasters),Active,Jun 2022,,13.68,,122.53,86,,,,,No,
WipEout: Omega Collection,PS4,Premium (Remasters),Active,Jun 2022,,13.68,Apr 2013,9.21,85,,,,,No,Yes
.detuned,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2009,12.71,46,,,,PS3,Yes,
AFRIKA,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2008,13.80,63,,,,PS3,Yes,
Air Conflicts: Secret Wars,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2017,5.20,51,,,,PS3,Yes,
Air Conflicts: Vietnam,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2016,5.78,30,,,,PS3,Yes,
AKIBA'S TRIP: Undead & Undressed,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2014,7.62,57,,,,PS3,Yes,
Alien Rage,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2013,8.70,46,,,,PS3,Yes,
Alien Spidy,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2013,8.96,55,,,,PS3,Yes,
All Zombies Must Die!,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2011,10.54,67,,,,PS3,Yes,Yes
Alone in the Dark: Inferno,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2008,13.62,69,,,,PS3,Yes,
Anarchy: Rush Hour,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2010,12.29,59,,,,PS3,Yes,
Anna: Extended Edition,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2012,9.96,75,,,,PS3,Yes,
Anomaly: Warzone Earth,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2012,9.79,78,,,,PS3,Yes,Yes
Aqua Panic!,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2010,11.71,68,,,,PS3,Yes,
Ar nosurge: Ode to an Unborn Star,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2014,8.29,67,,,,PS3,Yes,
Arcana Heart 3,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2011,11.21,73,,,,PS3,Yes,
Arcana Heart 3: LOVE MAX!!!!!,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2014,7.79,68,,,,PS3,Yes,
Armageddon Riders,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2011,11.13,62,,,,PS3,Yes,Yes
Asura's Wrath,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2012,10.37,71,,,,PS3,Yes,
Atelier Ayesha: The Alchemist of Dusk,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2012,10.04,70,,,,PS3,Yes,
Atelier Escha & Logy ~Alchemists of the Dusk Sky~,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2014,7.96,79,,,,PS3,Yes,
Atelier Meruru: The Alchemist of Arland,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2018,3.73,66,,,,PS3,Yes,
Atelier Rorona Plus: The Alchemist of Arland,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2009,13.04,80,,,,PS3,Yes,
Atelier Shallie ~Alchemists of the Dusk Sea~,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2014,7.96,76,,,,PS3,Yes,
Bang Bang Racing,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2012,10.04,58,,,,PS3,Yes,Yes
Batman: Arkham Origins,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2013,8.70,76,,,,PS3,Yes,
Battle Fantasia,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2009,12.54,67,,,,PS3,Yes,
BATTLE OF TILES EX,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2013,8.62,73,,,,PS3,Yes,
Battle Princess of Arcadias,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2014,8.04,69,,,,PS3,Yes,
Bellator MMA Onslaught,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2012,9.96,47,,,,PS3,Yes,
Big Sky Infinity,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2012,9.54,71,,,,PS3,Yes,Yes
Resident Evil: The Darkside Chronicles,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2009,12.62,75,,,,PS3,Yes,
Bionic Commando: Rearmed,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2008,13.87,87,,,,PS3,Yes,Yes
Bionic Commando: Rearmed 2,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2011,11.37,63,,,,PS3,Yes,Yes
BIT.TRIP Presents...Runner2: Future Legend of Rhythm Alien,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2013,9.30,86,,,,PS3,Yes,
Black Knight Sword,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2012,9.54,66,,,,PS3,Yes,
Bladestorm: Nightmare,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2015,7.29,58,,,,PS3,Yes,
Bladestorm: The Hundred Years' War,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2007,14.62,58,,,,PS3,Yes,
BlazBlue: Calamity Trigger,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2009,13.04,87,,,,PS3,Yes,
Blood Knights,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2013,8.62,43,,,,PS3,Yes,Yes
BloodRayne: Betrayal,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2011,10.79,69,,,,PS3,Yes,
Bolt,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2008,13.62,59,,,,PS3,Yes,
Brink,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2011,11.13,72,,,,PS3,Yes,
Bubsy: The Woolies Strike Back,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2017,4.70,45,,,,PS3,Yes,
Burn Zombie Burn!,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2009,13.29,76,,,,PS3,Yes,Yes
CAPCOM ARCADE CABINET: ALL-IN-ONE PACK,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2013,9.32,79,,,,PS3,Yes,
Carmageddon: Max Damage,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2016,5.95,51,,,,PS3,Yes,
Cars Mater-National Championship,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2007,14.71,63,,,,PS3,Yes,
Cars Race-O-Rama,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2009,12.71,61,,,,PS3,Yes,
Castlevania: Harmony of Despair,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2011,10.79,68,,,,PS3,Yes,Yes
Castlevania: Lords of Shadow - Mirror of Fate,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2013,8.70,70,,,,PS3,Yes,
Castlevania: Lords of Shadow 2,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2014,8.29,63,,,,PS3,Yes,
Cel Damage HD,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2014,8.21,58,,,,PS3,Yes,
Champion Jockey: G1 Jockey & Gallop Racer,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2011,10.62,48,,,,PS3,Yes,
Chime Super Deluxe,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2011,11.29,78,,,,PS3,Yes,Yes
Class of Heroes 2G,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2014,7.54,40,,,,PS3,Yes,Yes
Comet Crash: Bionic Bundle,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2009,13.21,83,,,,PS3,Yes,Yes
CRASH COMMANDO,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2008,13.54,78,,,,PS3,Yes,Yes
Critter Crunch,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2009,12.71,87,,,,PS3,Yes,Yes
Dark Sector,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2008,14.29,72,,,,PS3,Yes,
Dark Void,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2010,12.42,59,,8,Shooter,PS3,Yes,
Darkstalkers: Resurrection,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2013,9.12,80,,,,PS3,Yes,
DEAD OR ALIVE 5,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2012,9.72,74,,,,PS3,Yes,Yes
Deadliest Warrior: Legends,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2011,11.04,56,,,,PS3,Yes,
Deadliest Warrior: The Game,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2010,11.92,56,,,,PS3,Yes,
Death Track: Resurrection,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2008,14.32,53,,,,PS3,Yes,
Deception IV: Blood Ties,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2014,8.30,70,,,,PS3,Yes,
Deception IV: The Nightmare Princess,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2015,6.96,69,,,,PS3,Yes,
Derrick the Deathfin,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2012,9.70,72,,,,PS3,Yes,
Devil May Cry 4,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2008,14.37,84,,,,PS3,Yes,
Devil May Cry: HD Collection,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2012,10.29,74,,,,PS3,Yes,
DISGAEA 3: Absence of Justice,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2008,13.87,78,,,,PS3,Yes,
DISGAEA 4: A Promise Unforgotten,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2011,10.79,80,,,,PS3,Yes,
Disgaea D2: A Brighter Darkness,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2013,8.70,74,,,,PS3,Yes,
Disney Epic Mickey 2: The Power of Two,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2012,9.57,59,,9,Platformer,PS3,Yes,
Disney Universe,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2011,10.71,70,,,,PS3,Yes,
Disney/PIXAR Brave,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2012,10.04,71,,,,PS3,Yes,
Disney/PIXAR Cars 2: The Video Game,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2011,10.99,74,,,,PS3,Yes,
Disney/PIXAR Toy Story Mania!,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2014,7.70,33,,,,PS3,Yes,
Divekick,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2013,8.87,65,,,,PS3,Yes,
Doc Clock: The Toasted Sandwich of Time,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2012,10.12,54,,,,PS3,Yes,
Dogfight 1942,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2012,9.79,59,,,,PS3,Yes,
Double Dragon Neon,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2012,9.76,66,,4,Adventure,PS3,Yes,
Dragon Fin Soup,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2015,6.62,68,,,,PS3,Yes,
Dragon's Lair,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2012,10.12,47,,,,PS3,Yes,
Dragon's Lair II: Time Warp,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2011,11.04,69,,,,PS3,Yes,
Duke Nukem: Forever,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2011,11.04,51,,,,PS3,Yes,
Dynasty Warriors 6,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2008,14.37,59,,,,PS3,Yes,
Dynasty Warriors 6: Empires,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2009,13.04,62,,,,PS3,Yes,
Dynasty Warriors 7,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2011,11.29,57,,,,PS3,Yes,
Dynasty Warriors 7: Empires,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2013,9.37,63,,,,PS3,Yes,
Dynasty Warriors 7: Xtreme Legends,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2011,10.62,68,,,,PS3,Yes,
Dynasty Warriors 8,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2013,8.96,68,,,,PS3,Yes,
Dynasty Warriors 8: Xtreme Legends,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2014,8.12,68,,,,PS3,Yes,
